Example_experiment_data
;TSE PhenoMaster V4.8.9 (2013-4929)
Box;Animal No.;Weight_g;Text1
1;1;350;HEALTHY
2;2;350;DISEASE
3;3;350;HEALTHY
4;4;350;DISEASE
5;5;350;HEALTHY
1;6;350;DISEASE
2;7;350;HEALTHY
3;8;350;DISEASE
4;9;350;HEALTHY
5;10;350;DISEASE

Date;Time;Animal No.;Box;XT+YT;XT;XY
2024-07-22;13:36:00;9;5;71;260;667
2024-07-22;13:36:00;10;5;70;266;691
2024-07-22;13:37:00;1;1;0;241;693
2024-07-22;13:37:00;2;1;0;0;700
2024-07-22;13:37:00;3;2;80;0;709
2024-07-22;13:37:00;4;2;92;254;732
2024-07-22;13:37:00;5;3;0;259;701
2024-07-22;13:37:00;6;3;72;268;718
2024-07-22;13:37:00;7;4;68;0;699
2024-07-22;13:37:00;8;4;79;0;710
2024-07-22;13:37:00;9;5;81;0;708
2024-07-22;13:37:00;10;5;83;261;716
2024-07-22;13:38:00;1;1;64;244;688
2024-07-22;13:38:00;2;1;68;253;0
2024-07-22;13:38:00;3;2;75;228;716
2024-07-22;13:38:00;4;2;88;239;723
2024-07-22;13:38:00;5;3;57;238;690
2024-07-22;13:38:00;6;3;65;245;0
2024-07-22;13:38:00;7;4;0;249;683
2024-07-22;13:38:00;8;4;0;256;694
2024-07-22;13:38:00;9;5;0;0;690
2024-07-22;13:38:00;10;5;82;0;711
2024-07-22;13:39:00;1;1;77;242;672
2024-07-22;13:39:00;2;1;0;256;684
2024-07-22;13:39:00;3;2;0;244;706
2024-07-22;13:39:00;4;2;82;0;722
2024-07-22;13:39:00;5;3;73;0;682
2024-07-22;13:39:00;6;3;75;250;0
2024-07-22;13:39:00;7;4;0;256;0
2024-07-22;13:39:00;8;4;83;266;0
2024-07-22;13:39:00;9;5;93;0;0
2024-07-22;13:39:00;10;5;104;252;728
2024-07-22;13:40:00;1;1;68;219;0
2024-07-22;13:40:00;2;1;71;230;684
2024-07-22;13:40:00;3;2;75;0;689
2024-07-22;13:40:00;4;2;80;263;711
2024-07-22;13:40:00;5;3;73;239;727
2024-07-22;13:40:00;6;3;0;242;744
2024-07-22;13:40:00;7;4;74;258;685
2024-07-22;13:40:00;8;4;0;268;694
2024-07-22;13:40:00;9;5;55;238;0
2024-07-22;13:40:00;10;5;62;253;690
2024-07-22;13:41:00;1;1;0;251;701
2024-07-22;13:41:00;2;1;102;262;708
2024-07-22;13:41:00;3;2;0;0;673
2024-07-22;13:41:00;4;2;0;253;679
2024-07-22;13:41:00;5;3;74;0;0
2024-07-22;13:41:00;6;3;86;0;0
2024-07-22;13:41:00;7;4;0;0;707
2024-07-22;13:41:00;8;4;83;0;0
2024-07-22;13:41:00;9;5;0;234;670
2024-07-22;13:41:00;10;5;65;0;690
2024-07-22;13:42:00;1;1;0;253;0
2024-07-22;13:42:00;2;1;0;260;687
2024-07-22;13:42:00;3;2;84;251;0
2024-07-22;13:42:00;4;2;94;261;723
2024-07-22;13:42:00;5;3;68;250;703
2024-07-22;13:42:00;6;3;69;259;0
2024-07-22;13:42:00;7;4;76;253;0
2024-07-22;13:42:00;8;4;86;0;698
2024-07-22;13:42:00;9;5;71;255;671
2024-07-22;13:42:00;10;5;85;271;690
2024-07-22;13:43:00;1;1;89;241;0
2024-07-22;13:43:00;2;1;97;0;675
2024-07-22;13:43:00;3;2;73;239;674
2024-07-22;13:43:00;4;2;77;245;0
2024-07-22;13:43:00;5;3;71;248;0
2024-07-22;13:43:00;6;3;79;257;0
2024-07-22;13:43:00;7;4;0;239;690
2024-07-22;13:43:00;8;4;98;249;704
2024-07-22;13:43:00;9;5;0;236;689
2024-07-22;13:43:00;10;5;80;244;709
2024-07-22;13:44:00;1;1;84;0;0
2024-07-22;13:44:00;2;1;94;257;0
2024-07-22;13:44:00;3;2;60;247;0
2024-07-22;13:44:00;4;2;71;260;715
2024-07-22;13:44:00;5;3;69;0;679
2024-07-22;13:44:00;6;3;0;251;687
2024-07-22;13:44:00;7;4;77;0;634
2024-07-22;13:44:00;8;4;86;260;656
2024-07-22;13:44:00;9;5;59;233;715
2024-07-22;13:44:00;10;5;63;242;732
2024-07-22;13:45:00;1;1;41;0;0
2024-07-22;13:45:00;2;1;56;248;699
2024-07-22;13:45:00;3;2;0;238;0
2024-07-22;13:45:00;4;2;68;249;696
2024-07-22;13:45:00;5;3;0;0;693
2024-07-22;13:45:00;6;3;0;245;706
2024-07-22;13:45:00;7;4;81;230;725
2024-07-22;13:45:00;8;4;84;237;728
2024-07-22;13:45:00;9;5;90;0;689
2024-07-22;13:45:00;10;5;0;257;0
2024-07-22;13:46:00;1;1;0;241;678
2024-07-22;13:46:00;2;1;86;251;687
2024-07-22;13:46:00;3;2;59;0;670
2024-07-22;13:46:00;4;2;66;245;684
2024-07-22;13:46:00;5;3;73;0;0
2024-07-22;13:46:00;6;3;0;0;688
2024-07-22;13:46:00;7;4;70;0;684
2024-07-22;13:46:00;8;4;0;252;697
2024-07-22;13:46:00;9;5;78;262;698
2024-07-22;13:46:00;10;5;84;272;724
2024-07-22;13:47:00;1;1;52;235;667
2024-07-22;13:47:00;2;1;66;247;679
2024-07-22;13:47:00;3;2;64;253;724
2024-07-22;13:47:00;4;2;66;265;727
2024-07-22;13:47:00;5;3;64;254;708
2024-07-22;13:47:00;6;3;0;264;0
2024-07-22;13:47:00;7;4;71;243;0
2024-07-22;13:47:00;8;4;80;254;701
2024-07-22;13:47:00;9;5;66;248;694
2024-07-22;13:47:00;10;5;74;259;719
2024-07-22;13:48:00;1;1;0;0;661
2024-07-22;13:48:00;2;1;80;242;671
2024-07-22;13:48:00;3;2;0;0;691
2024-07-22;13:48:00;4;2;82;248;703
2024-07-22;13:48:00;5;3;56;236;697
2024-07-22;13:48:00;6;3;56;246;710
2024-07-22;13:48:00;7;4;0;234;671
2024-07-22;13:48:00;8;4;76;0;690
2024-07-22;13:48:00;9;5;69;238;712
2024-07-22;13:48:00;10;5;84;254;727
2024-07-22;13:49:00;1;1;72;256;708
2024-07-22;13:49:00;2;1;74;0;721
2024-07-22;13:49:00;3;2;81;238;713
2024-07-22;13:49:00;4;2;0;0;712
2024-07-22;13:49:00;5;3;0;227;0
2024-07-22;13:49:00;6;3;61;237;748
2024-07-22;13:49:00;7;4;0;253;0
2024-07-22;13:49:00;8;4;57;265;712
2024-07-22;13:49:00;9;5;0;228;687
2024-07-22;13:49:00;10;5;72;246;689
2024-07-22;13:50:00;1;1;51;0;681
2024-07-22;13:50:00;2;1;66;259;694
2024-07-22;13:50:00;3;2;63;265;703
2024-07-22;13:50:00;4;2;0;274;714
2024-07-22;13:50:00;5;3;73;0;701
2024-07-22;13:50:00;6;3;0;0;702
2024-07-22;13:50:00;7;4;73;248;688
2024-07-22;13:50:00;8;4;84;0;705
2024-07-22;13:50:00;9;5;0;246;681
2024-07-22;13:50:00;10;5;0;261;683
2024-07-22;13:51:00;1;1;55;0;0
2024-07-22;13:51:00;2;1;73;274;714
2024-07-22;13:51:00;3;2;64;243;718
2024-07-22;13:51:00;4;2;65;249;0
2024-07-22;13:51:00;5;3;77;257;687
2024-07-22;13:51:00;6;3;83;0;709
2024-07-22;13:51:00;7;4;76;243;665
2024-07-22;13:51:00;8;4;84;0;666
2024-07-22;13:51:00;9;5;60;255;691
2024-07-22;13:51:00;10;5;63;265;705
2024-07-22;13:52:00;1;1;55;239;682
2024-07-22;13:52:00;2;1;57;255;700
2024-07-22;13:52:00;3;2;71;253;721
2024-07-22;13:52:00;4;2;76;258;734
2024-07-22;13:52:00;5;3;66;0;0
2024-07-22;13:52:00;6;3;71;0;0
2024-07-22;13:52:00;7;4;72;230;0
2024-07-22;13:52:00;8;4;0;246;696
2024-07-22;13:52:00;9;5;67;238;658
2024-07-22;13:52:00;10;5;71;248;678
2024-07-22;13:53:00;1;1;75;0;679
2024-07-22;13:53:00;2;1;0;260;700
2024-07-22;13:53:00;3;2;0;232;695
2024-07-22;13:53:00;4;2;76;237;707
2024-07-22;13:53:00;5;3;58;245;0
2024-07-22;13:53:00;6;3;61;255;0
2024-07-22;13:53:00;7;4;77;230;692
2024-07-22;13:53:00;8;4;89;0;709
2024-07-22;13:53:00;9;5;78;238;689
2024-07-22;13:53:00;10;5;80;246;697
2024-07-22;13:54:00;1;1;88;237;674
2024-07-22;13:54:00;2;1;0;255;0
2024-07-22;13:54:00;3;2;79;248;694
2024-07-22;13:54:00;4;2;83;0;0
2024-07-22;13:54:00;5;3;0;246;690
2024-07-22;13:54:00;6;3;67;252;713
2024-07-22;13:54:00;7;4;0;258;719
2024-07-22;13:54:00;8;4;0;0;716
2024-07-22;13:54:00;9;5;70;0;0
2024-07-22;13:54:00;10;5;78;261;685
2024-07-22;13:55:00;1;1;85;269;712
2024-07-22;13:55:00;2;1;93;0;725
2024-07-22;13:55:00;3;2;93;266;696
2024-07-22;13:55:00;4;2;103;274;0
2024-07-22;13:55:00;5;3;65;0;0
2024-07-22;13:55:00;6;3;76;267;701
2024-07-22;13:55:00;7;4;79;254;694
2024-07-22;13:55:00;8;4;85;261;706
2024-07-22;13:55:00;9;5;0;233;690
2024-07-22;13:55:00;10;5;0;246;0
2024-07-22;13:56:00;1;1;0;236;0
2024-07-22;13:56:00;2;1;63;243;722
2024-07-22;13:56:00;3;2;0;241;661
2024-07-22;13:56:00;4;2;87;0;697
2024-07-22;13:56:00;5;3;91;243;697
2024-07-22;13:56:00;6;3;100;0;0
2024-07-22;13:56:00;7;4;58;0;693
2024-07-22;13:56:00;8;4;69;255;714
2024-07-22;13:56:00;9;5;0;258;687
2024-07-22;13:56:00;10;5;91;265;696
2024-07-22;13:57:00;1;1;79;254;723
2024-07-22;13:57:00;2;1;86;263;736
2024-07-22;13:57:00;3;2;77;255;0
2024-07-22;13:57:00;4;2;0;262;702
2024-07-22;13:57:00;5;3;71;247;0
2024-07-22;13:57:00;6;3;0;252;0
2024-07-22;13:57:00;7;4;0;0;0
2024-07-22;13:57:00;8;4;90;267;0
2024-07-22;13:57:00;9;5;71;0;712
2024-07-22;13:57:00;10;5;82;0;718
2024-07-22;13:58:00;1;1;82;257;700
2024-07-22;13:58:00;2;1;86;262;715
2024-07-22;13:58:00;3;2;62;0;675
2024-07-22;13:58:00;4;2;67;254;690
2024-07-22;13:58:00;5;3;72;244;706
2024-07-22;13:58:00;6;3;0;254;718
2024-07-22;13:58:00;7;4;70;261;719
2024-07-22;13:58:00;8;4;81;0;0
2024-07-22;13:58:00;9;5;62;263;704
2024-07-22;13:58:00;10;5;0;274;719
2024-07-22;13:59:00;1;1;58;229;654
2024-07-22;13:59:00;2;1;0;0;659
2024-07-22;13:59:00;3;2;0;0;702
2024-07-22;13:59:00;4;2;56;247;709
2024-07-22;13:59:00;5;3;0;240;691
2024-07-22;13:59:00;6;3;70;260;724
2024-07-22;13:59:00;7;4;79;237;0
2024-07-22;13:59:00;8;4;0;0;701
2024-07-22;13:59:00;9;5;0;248;692
2024-07-22;13:59:00;10;5;76;256;714
2024-07-22;14:00:00;1;1;69;250;715
2024-07-22;14:00:00;2;1;10;263;723
2024-07-22;14:00:00;3;2;66;238;698
2024-07-22;14:00:00;4;2;10;247;720
2024-07-22;14:00:00;5;3;45;256;686
2024-07-22;14:00:00;6;3;10;265;699
2024-07-22;14:00:00;7;4;79;0;711
2024-07-22;14:00:00;8;4;10;251;0
2024-07-22;14:00:00;9;5;69;252;696
2024-07-22;14:00:00;10;5;10;0;718
2024-07-22;14:01:00;1;1;0;227;0
2024-07-22;14:01:00;2;1;10;232;729
2024-07-22;14:01:00;3;2;0;251;0
2024-07-22;14:01:00;4;2;10;0;0
2024-07-22;14:01:00;5;3;88;246;0
2024-07-22;14:01:00;6;3;10;254;729
2024-07-22;14:01:00;7;4;65;256;0
2024-07-22;14:01:00;8;4;10;256;719
2024-07-22;14:01:00;9;5;76;248;0
2024-07-22;14:01:00;10;5;10;257;0
2024-07-22;14:02:00;1;1;71;0;706
2024-07-22;14:02:00;2;1;10;247;718
2024-07-22;14:02:00;3;2;0;244;696
2024-07-22;14:02:00;4;2;10;258;714
2024-07-22;14:02:00;5;3;0;241;706
2024-07-22;14:02:00;6;3;10;243;724
2024-07-22;14:02:00;7;4;31;0;728
2024-07-22;14:02:00;8;4;10;0;739
2024-07-22;14:02:00;9;5;82;0;713
2024-07-22;14:02:00;10;5;10;265;724
2024-07-22;14:03:00;1;1;72;0;696
2024-07-22;14:03:00;2;1;10;259;0
2024-07-22;14:03:00;3;2;61;0;681
2024-07-22;14:03:00;4;2;10;276;689
2024-07-22;14:03:00;5;3;80;242;0
2024-07-22;14:03:00;6;3;10;249;712
2024-07-22;14:03:00;7;4;79;257;709
2024-07-22;14:03:00;8;4;10;267;717
2024-07-22;14:03:00;9;5;65;262;0
2024-07-22;14:03:00;10;5;10;265;689
2024-07-22;14:04:00;1;1;62;240;0
2024-07-22;14:04:00;2;1;10;253;707
2024-07-22;14:04:00;3;2;0;239;0
2024-07-22;14:04:00;4;2;10;240;734
2024-07-22;14:04:00;5;3;0;246;662
2024-07-22;14:04:00;6;3;10;255;672
2024-07-22;14:04:00;7;4;0;232;660
2024-07-22;14:04:00;8;4;10;0;678
2024-07-22;14:04:00;9;5;69;0;680
2024-07-22;14:04:00;10;5;10;261;703
2024-07-22;14:05:00;1;1;76;218;699
2024-07-22;14:05:00;2;1;10;0;704
2024-07-22;14:05:00;3;2;0;0;689
2024-07-22;14:05:00;4;2;10;0;0
2024-07-22;14:05:00;5;3;76;0;672
2024-07-22;14:05:00;6;3;10;275;683
2024-07-22;14:05:00;7;4;82;263;676
2024-07-22;14:05:00;8;4;10;0;672
2024-07-22;14:05:00;9;5;0;235;698
2024-07-22;14:05:00;10;5;10;249;715
2024-07-22;14:06:00;1;1;74;246;0
2024-07-22;14:06:00;2;1;10;0;718
2024-07-22;14:06:00;3;2;0;0;674
2024-07-22;14:06:00;4;2;10;241;0
2024-07-22;14:06:00;5;3;49;0;0
2024-07-22;14:06:00;6;3;10;270;0
2024-07-22;14:06:00;7;4;58;242;702
2024-07-22;14:06:00;8;4;10;256;715
2024-07-22;14:06:00;9;5;0;259;705
2024-07-22;14:06:00;10;5;10;267;711
2024-07-22;14:07:00;1;1;0;0;708
2024-07-22;14:07:00;2;1;10;0;715
2024-07-22;14:07:00;3;2;69;239;0
2024-07-22;14:07:00;4;2;10;246;689
2024-07-22;14:07:00;5;3;91;250;0
2024-07-22;14:07:00;6;3;10;267;718
2024-07-22;14:07:00;7;4;63;248;0
2024-07-22;14:07:00;8;4;10;260;715
2024-07-22;14:07:00;9;5;83;0;702
2024-07-22;14:07:00;10;5;10;274;727
2024-07-22;14:08:00;1;1;81;244;682
2024-07-22;14:08:00;2;1;10;246;697
2024-07-22;14:08:00;3;2;66;242;0
2024-07-22;14:08:00;4;2;10;258;0
2024-07-22;14:08:00;5;3;0;258;0
2024-07-22;14:08:00;6;3;10;0;0
2024-07-22;14:08:00;7;4;78;209;691
2024-07-22;14:08:00;8;4;10;226;699
2024-07-22;14:08:00;9;5;78;240;696
2024-07-22;14:08:00;10;5;10;245;698
2024-07-22;14:09:00;1;1;61;0;700
2024-07-22;14:09:00;2;1;10;248;0
2024-07-22;14:09:00;3;2;60;248;682
2024-07-22;14:09:00;4;2;10;251;696
2024-07-22;14:09:00;5;3;0;230;0
2024-07-22;14:09:00;6;3;10;237;708
2024-07-22;14:09:00;7;4;0;238;703
2024-07-22;14:09:00;8;4;10;249;702
2024-07-22;14:09:00;9;5;67;245;0
2024-07-22;14:09:00;10;5;10;0;695
2024-07-22;14:10:00;1;1;66;261;709
2024-07-22;14:10:00;2;1;10;273;733
2024-07-22;14:10:00;3;2;0;255;675
2024-07-22;14:10:00;4;2;10;267;0
2024-07-22;14:10:00;5;3;0;225;0
2024-07-22;14:10:00;6;3;10;243;0
2024-07-22;14:10:00;7;4;0;232;0
2024-07-22;14:10:00;8;4;10;0;717
2024-07-22;14:10:00;9;5;87;251;0
2024-07-22;14:10:00;10;5;10;262;726
2024-07-22;14:11:00;1;1;0;256;674
2024-07-22;14:11:00;2;1;10;264;687
2024-07-22;14:11:00;3;2;58;0;700
2024-07-22;14:11:00;4;2;10;258;711
2024-07-22;14:11:00;5;3;62;241;0
2024-07-22;14:11:00;6;3;10;0;727
2024-07-22;14:11:00;7;4;84;0;710
2024-07-22;14:11:00;8;4;10;0;743
2024-07-22;14:11:00;9;5;0;253;0
2024-07-22;14:11:00;10;5;10;266;708
2024-07-22;14:12:00;1;1;76;0;0
2024-07-22;14:12:00;2;1;10;243;702
2024-07-22;14:12:00;3;2;63;247;726
2024-07-22;14:12:00;4;2;10;254;732
2024-07-22;14:12:00;5;3;0;235;689
2024-07-22;14:12:00;6;3;10;249;0
2024-07-22;14:12:00;7;4;36;244;691
2024-07-22;14:12:00;8;4;10;253;0
2024-07-22;14:12:00;9;5;72;236;677
2024-07-22;14:12:00;10;5;10;245;704
2024-07-22;14:13:00;1;1;79;0;675
2024-07-22;14:13:00;2;1;10;269;687
2024-07-22;14:13:00;3;2;65;250;681
2024-07-22;14:13:00;4;2;10;253;701
2024-07-22;14:13:00;5;3;53;242;0
2024-07-22;14:13:00;6;3;10;244;0
2024-07-22;14:13:00;7;4;63;231;688
2024-07-22;14:13:00;8;4;10;241;703
2024-07-22;14:13:00;9;5;65;246;659
2024-07-22;14:13:00;10;5;10;263;691
2024-07-22;14:14:00;1;1;64;234;668
2024-07-22;14:14:00;2;1;10;0;683
2024-07-22;14:14:00;3;2;69;241;712
2024-07-22;14:14:00;4;2;10;247;727
2024-07-22;14:14:00;5;3;85;242;699
2024-07-22;14:14:00;6;3;10;257;718
2024-07-22;14:14:00;7;4;67;224;725
2024-07-22;14:14:00;8;4;10;233;0
2024-07-22;14:14:00;9;5;62;258;670
2024-07-22;14:14:00;10;5;10;270;689
2024-07-22;14:15:00;1;1;58;224;0
2024-07-22;14:15:00;2;1;10;237;711
2024-07-22;14:15:00;3;2;0;245;702
2024-07-22;14:15:00;4;2;10;256;0
2024-07-22;14:15:00;5;3;0;240;0
2024-07-22;14:15:00;6;3;10;251;688
2024-07-22;14:15:00;7;4;52;243;703
2024-07-22;14:15:00;8;4;10;248;715
2024-07-22;14:15:00;9;5;0;255;670
2024-07-22;14:15:00;10;5;10;266;685
2024-07-22;14:16:00;1;1;63;0;0
2024-07-22;14:16:00;2;1;10;269;711
2024-07-22;14:16:00;3;2;64;233;0
2024-07-22;14:16:00;4;2;10;246;697
2024-07-22;14:16:00;5;3;73;249;0
2024-07-22;14:16:00;6;3;10;263;0
2024-07-22;14:16:00;7;4;75;231;0
2024-07-22;14:16:00;8;4;10;234;735
2024-07-22;14:16:00;9;5;87;230;716
2024-07-22;14:16:00;10;5;10;246;718
2024-07-22;14:17:00;1;1;64;265;676
2024-07-22;14:17:00;2;1;10;279;696
2024-07-22;14:17:00;3;2;88;242;687
2024-07-22;14:17:00;4;2;10;258;705
2024-07-22;14:17:00;5;3;70;244;704
2024-07-22;14:17:00;6;3;10;260;0
2024-07-22;14:17:00;7;4;0;224;714
2024-07-22;14:17:00;8;4;10;0;729
2024-07-22;14:17:00;9;5;81;0;721
2024-07-22;14:17:00;10;5;10;245;0
2024-07-22;14:18:00;1;1;64;250;684
2024-07-22;14:18:00;2;1;10;253;0
2024-07-22;14:18:00;3;2;76;267;690
2024-07-22;14:18:00;4;2;10;270;0
2024-07-22;14:18:00;5;3;47;250;0
2024-07-22;14:18:00;6;3;10;262;0
2024-07-22;14:18:00;7;4;90;254;0
2024-07-22;14:18:00;8;4;10;265;700
2024-07-22;14:18:00;9;5;0;257;697
2024-07-22;14:18:00;10;5;10;0;716
2024-07-22;14:19:00;1;1;81;244;0
2024-07-22;14:19:00;2;1;10;252;693
2024-07-22;14:19:00;3;2;67;0;0
2024-07-22;14:19:00;4;2;10;249;714
2024-07-22;14:19:00;5;3;52;243;669
2024-07-22;14:19:00;6;3;10;250;677
2024-07-22;14:19:00;7;4;0;234;715
2024-07-22;14:19:00;8;4;10;243;723
2024-07-22;14:19:00;9;5;0;0;0
2024-07-22;14:19:00;10;5;10;0;0
2024-07-22;14:20:00;1;1;53;0;0
2024-07-22;14:20:00;2;1;10;0;693
2024-07-22;14:20:00;3;2;76;236;674
2024-07-22;14:20:00;4;2;10;246;688
2024-07-22;14:20:00;5;3;57;234;685
2024-07-22;14:20:00;6;3;10;241;705
2024-07-22;14:20:00;7;4;65;250;702
2024-07-22;14:20:00;8;4;10;261;0
2024-07-22;14:20:00;9;5;0;239;0
2024-07-22;14:20:00;10;5;10;248;0
2024-07-22;14:21:00;1;1;83;0;0
2024-07-22;14:21:00;2;1;10;248;687
2024-07-22;14:21:00;3;2;0;239;670
2024-07-22;14:21:00;4;2;10;247;693
2024-07-22;14:21:00;5;3;0;241;697
2024-07-22;14:21:00;6;3;10;0;711
2024-07-22;14:21:00;7;4;75;238;698
2024-07-22;14:21:00;8;4;10;255;0
2024-07-22;14:21:00;9;5;61;250;676
2024-07-22;14:21:00;10;5;10;261;0
2024-07-22;14:22:00;1;1;70;248;679
2024-07-22;14:22:00;2;1;10;254;0
2024-07-22;14:22:00;3;2;0;234;685
2024-07-22;14:22:00;4;2;10;249;696
2024-07-22;14:22:00;5;3;64;234;694
2024-07-22;14:22:00;6;3;10;0;718
2024-07-22;14:22:00;7;4;0;241;691
2024-07-22;14:22:00;8;4;10;251;708
2024-07-22;14:22:00;9;5;0;0;682
2024-07-22;14:22:00;10;5;10;248;709
2024-07-22;14:23:00;1;1;0;261;722
2024-07-22;14:23:00;2;1;10;268;733
2024-07-22;14:23:00;3;2;0;0;687
2024-07-22;14:23:00;4;2;10;0;0
2024-07-22;14:23:00;5;3;82;253;713
2024-07-22;14:23:00;6;3;10;257;722
2024-07-22;14:23:00;7;4;69;241;701
2024-07-22;14:23:00;8;4;10;253;718
2024-07-22;14:23:00;9;5;0;233;704
2024-07-22;14:23:00;10;5;10;240;715
2024-07-22;14:24:00;1;1;84;247;730
2024-07-22;14:24:00;2;1;10;256;738
2024-07-22;14:24:00;3;2;80;241;724
2024-07-22;14:24:00;4;2;10;247;748
2024-07-22;14:24:00;5;3;71;233;693
2024-07-22;14:24:00;6;3;10;0;0
2024-07-22;14:24:00;7;4;61;241;701
2024-07-22;14:24:00;8;4;10;252;0
2024-07-22;14:24:00;9;5;88;246;706
2024-07-22;14:24:00;10;5;10;257;712
2024-07-22;14:25:00;1;1;67;253;706
2024-07-22;14:25:00;2;1;10;264;0
2024-07-22;14:25:00;3;2;0;249;0
2024-07-22;14:25:00;4;2;10;264;739
2024-07-22;14:25:00;5;3;75;242;684
2024-07-22;14:25:00;6;3;10;250;0
2024-07-22;14:25:00;7;4;73;0;698
2024-07-22;14:25:00;8;4;10;240;708
2024-07-22;14:25:00;9;5;75;0;705
2024-07-22;14:25:00;10;5;10;253;710
2024-07-22;14:26:00;1;1;60;234;690
2024-07-22;14:26:00;2;1;0;250;0
2024-07-22;14:26:00;3;2;72;243;666
2024-07-22;14:26:00;4;2;84;259;678
2024-07-22;14:26:00;5;3;79;0;679
2024-07-22;14:26:00;6;3;82;244;0
2024-07-22;14:26:00;7;4;80;240;0
2024-07-22;14:26:00;8;4;89;0;0
2024-07-22;14:26:00;9;5;0;242;686
2024-07-22;14:26:00;10;5;95;0;713
2024-07-22;14:27:00;1;1;61;236;0
2024-07-22;14:27:00;2;1;0;240;710
2024-07-22;14:27:00;3;2;73;236;693
2024-07-22;14:27:00;4;2;77;250;704
2024-07-22;14:27:00;5;3;64;239;700
2024-07-22;14:27:00;6;3;76;250;719
2024-07-22;14:27:00;7;4;0;231;0
2024-07-22;14:27:00;8;4;76;241;725
2024-07-22;14:27:00;9;5;0;258;0
2024-07-22;14:27:00;10;5;0;0;714
2024-07-22;14:28:00;1;1;0;0;0
2024-07-22;14:28:00;2;1;0;261;754
2024-07-22;14:28:00;3;2;0;252;665
2024-07-22;14:28:00;4;2;74;0;682
2024-07-22;14:28:00;5;3;101;235;675
2024-07-22;14:28:00;6;3;117;252;686
2024-07-22;14:28:00;7;4;69;248;0
2024-07-22;14:28:00;8;4;75;257;0
2024-07-22;14:28:00;9;5;0;223;709
2024-07-22;14:28:00;10;5;65;236;0
2024-07-22;14:29:00;1;1;83;237;672
2024-07-22;14:29:00;2;1;91;249;675
2024-07-22;14:29:00;3;2;88;0;0
2024-07-22;14:29:00;4;2;90;265;717
2024-07-22;14:29:00;5;3;56;247;679
2024-07-22;14:29:00;6;3;0;256;697
2024-07-22;14:29:00;7;4;65;251;686
2024-07-22;14:29:00;8;4;0;0;0
2024-07-22;14:29:00;9;5;0;244;660
2024-07-22;14:29:00;10;5;0;0;683
2024-07-22;14:30:00;1;1;62;256;692
2024-07-22;14:30:00;2;1;76;0;707
2024-07-22;14:30:00;3;2;0;0;699
2024-07-22;14:30:00;4;2;0;254;0
2024-07-22;14:30:00;5;3;0;0;682
2024-07-22;14:30:00;6;3;0;249;689
2024-07-22;14:30:00;7;4;83;240;674
2024-07-22;14:30:00;8;4;95;252;0
2024-07-22;14:30:00;9;5;59;223;666
2024-07-22;14:30:00;10;5;0;0;670
2024-07-22;14:31:00;1;1;0;230;726
2024-07-22;14:31:00;2;1;80;241;740
2024-07-22;14:31:00;3;2;63;0;0
2024-07-22;14:31:00;4;2;80;238;0
2024-07-22;14:31:00;5;3;46;0;0
2024-07-22;14:31:00;6;3;0;0;694
2024-07-22;14:31:00;7;4;65;274;720
2024-07-22;14:31:00;8;4;70;280;731
2024-07-22;14:31:00;9;5;82;228;691
2024-07-22;14:31:00;10;5;91;245;714
2024-07-22;14:32:00;1;1;51;247;706
2024-07-22;14:32:00;2;1;59;256;0
2024-07-22;14:32:00;3;2;63;254;706
2024-07-22;14:32:00;4;2;73;0;717
2024-07-22;14:32:00;5;3;67;259;703
2024-07-22;14:32:00;6;3;75;0;0
2024-07-22;14:32:00;7;4;0;226;737
2024-07-22;14:32:00;8;4;0;237;734
2024-07-22;14:32:00;9;5;86;232;678
2024-07-22;14:32:00;10;5;95;245;700
2024-07-22;14:33:00;1;1;56;241;675
2024-07-22;14:33:00;2;1;0;0;0
2024-07-22;14:33:00;3;2;69;238;731
2024-07-22;14:33:00;4;2;0;246;731
2024-07-22;14:33:00;5;3;0;228;0
2024-07-22;14:33:00;6;3;0;243;686
2024-07-22;14:33:00;7;4;75;247;663
2024-07-22;14:33:00;8;4;82;250;676
2024-07-22;14:33:00;9;5;87;249;691
2024-07-22;14:33:00;10;5;0;0;705
2024-07-22;14:34:00;1;1;72;244;715
2024-07-22;14:34:00;2;1;79;251;720
2024-07-22;14:34:00;3;2;63;0;711
2024-07-22;14:34:00;4;2;63;0;729
2024-07-22;14:34:00;5;3;0;0;656
2024-07-22;14:34:00;6;3;83;259;669
2024-07-22;14:34:00;7;4;75;238;697
2024-07-22;14:34:00;8;4;89;248;694
2024-07-22;14:34:00;9;5;75;232;703
2024-07-22;14:34:00;10;5;0;243;719
2024-07-22;14:35:00;1;1;68;256;0
2024-07-22;14:35:00;2;1;69;259;707
2024-07-22;14:35:00;3;2;0;246;685
2024-07-22;14:35:00;4;2;92;254;0
2024-07-22;14:35:00;5;3;51;251;0
2024-07-22;14:35:00;6;3;60;259;0
2024-07-22;14:35:00;7;4;0;245;685
2024-07-22;14:35:00;8;4;84;258;699
2024-07-22;14:35:00;9;5;71;245;696
2024-07-22;14:35:00;10;5;78;260;0
2024-07-22;14:36:00;1;1;0;0;691
2024-07-22;14:36:00;2;1;62;246;702
2024-07-22;14:36:00;3;2;60;0;702
2024-07-22;14:36:00;4;2;64;263;0
2024-07-22;14:36:00;5;3;85;255;0
2024-07-22;14:36:00;6;3;95;264;0
2024-07-22;14:36:00;7;4;0;264;0
